username,rating,comment
lawyeerou,5,"- Very good packaging 👍🏻
- Product wrap with layers of bubble wrap
- Fast shipping (product sent out by seller the day after order)
- Quick response from seller

Will repurchase after finishing the product
(No pic as product is delivered to other places)"
yukii520,5,👍🏻👍🏻👍🏻
m*****4,5,good
maywsm,5,收到货了，也很惊喜是那么小箱！但是东西还好。。。
0424qing,5,
j*****8,4,
c*****7,5,"发货很快👍🏻包装礼盒也很好💝
很🈵意👍🏻下次还会再回顾😄
Thank You🤗"
laijingyee0317,5,goodddddddddddddddddddddddddddddddddddddddddddddddd
c*****n,5,包装太可爱了 😚😚 店家的服务态度很好 👍🏻
jasper7980,5,
leowsawfang,5,谢谢🙏收到了非常快，快到吓了几跳👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻服务很好。会再下订！😁
alvintang920815,5,
b*****2,5,
j*****4,5,Super fast delivery and safe packaging!
tiffanymoor,5,"Received Good product,thanks sellers😘😘😘"
coolrays1586,5,
sunhk520,5,东西收到了，物流好快，客服人也好好，奈斯♥会再来买的！
eugine0522,5,
marylene9805,5,好多好吃的零食，店家还印了美美的生日啦，我的朋友很喜欢哦！
k*****8,5,Seller is friendly n responsive
puisan3230,5,货运很快 谢谢
yongjie9988,5,👍🏻
j*****0,5,
x*****s,5,
vlg1l4vn1o,5,可爱盒子
shanshan331016,5,fast delivery👍🏻
k*****i,5,"Fast delivery,good quality,good service👍👍👍"
jayxus.c,5,
jsxing,5,
bingbing_1007,5,
,5,
kimberlyliew0372,5,
noahaaaaaa,5,朋友收到很开心
e*****g,5,下单不久，朋友很快就收到了👍卖家很细心的也贴了fragile的胶带👍弄得盒子完全是很漂亮的
puiseeyung3994,5,我的零食到啦…😍😍
jjkelly85,5,谢谢你们的贴心，孩子们都很开心，服务也非常棒👍🏻下次会在光顾😊
peiqi0282,3,包装很整齐 食物有点漏风了😊
merryn1978,5,super fast delivery😍😍
c*****0,5,
davislee1221,5,不错 我很喜欢
shimin0617,5,昨天下單 今天到😍😍好漂亮謝謝
06cla596fh,5,店主服务很好，值得推荐哦😍😍
xiaofei3822,5,整体来说都不错，就是有一包小零食爆开了
yuankunloo,5,"30/8 下单
31/8 收到货
物流真的很快🚛🚛🚛
而且礼盒包装很可爱，有机会会回购☺️"
ahdndndj,5,
mayliew0230,5,
lmpei,5,物流很快 客服也有耐心 盒子什么的也没受到损坏 有被包的很好 好评哟 有机会还会再回购的🥰
ngshuyee,5,Nice and my friend like it !
joewong_96,5,
tookarmeng123,5,
gohhing93,5,
ganlizian,5,
yamjieying0816,5,
m*****5,5,"Good product quality! Fast delivery too, thank you so much seller."
joelle5135,5,Bought for my friend's birthday and she loves it ! Fast delivery too 👍🏻👍🏻
melissasirw07,5,Good product quality and also excellent service by the seller.  Recommended seller
l*****0,5,"Fast delivery and good product
Thanks for the great service"
y*****5,5,"Wrapping:the package is easy to open
Design:very cute design"
